text,sentiment
bırak hayatım bana kalsın al anılar sende kalsın ver sevgimi belki o zaman anlarsın,0
sanma ki sevmekle usanır bu yürek kaderde varsa eğer sevginle ölmesini bilirim elbet,0
zannetme ki beklemekle usanır yürek bir değil bin ömrüm olsa da beklemesini bilirim elbet,0
çalacak bir kapım yok mutluluğa hasretim artık sokaklar benim görüyorsun değil mi,0
gözlerin bir çığlık bir yaralı haykırış gözlerin bu gece çok uzaktan geçen bir gemi,0
ellerin bir martı telaşlı ve ürkek ellerin fırtınada çırpınan bir beyaz yelken,0
günler sensiz geçer oldu yüreğim benden gider oldu baharı beklerken güzelim hep güneşi arar oldum,0
her şeyin bir sonu var fakat sonu yok ki düştüğüm yerin sana değil artık güzelim ah ölüme koşar içim,0
aynı kitapları okur aynı filmleri izler aynı müzikleri dinlerdik herkesten farklıydık,0
biz biz gerçekten ayrıydık şimdi ne okusam ne izlesem ne dinlesem hemen elim telefona gidiyor sonra o eskidendi diyorum,0
biz artık gerçekten ayrıydık,0
çok saçmaladım bağışla i̇nsanın kalbi darmadağın olunca kafası da karışıyor mümkünse söylediklerimi unuturken beni aklından çıkarma,0
çok sahiplenmeden seveceksin mesela hem her an avuçlarından kayıp gidecekmiş gibi hem hep senin kalacakmış gibi,0
benden su katılmamış şiirler istiyorsun kalem mi yazıyor sandın ben harfleri denizlerden söküp tek tek gözlerimden süzüyorum göremiyorsun,0
güzel olsan da kalmaz bu dünya mecnun olsan da güvenmem artık sana artık herkes kendi yoluna ben seçtim yolumu sana elveda,0
uykusuz gecelerimde gözyaşlarımla yazdım adını kalbime güneşsiz günlerimde kanımla suladım resimlerimizi yeniden gelirsin diye,0
bir gün ölürsem haberim sana gelirse mezarımın başına sakın gelme sadece elini kalbine koy ve özür dile belki o zaman mutlu olurum,0
gül şimdi ağlayan gözlerime bakarak gül yarınların için gül çektiğim acılar için gül sen hep gül beni düşünme gülüm,0
bir sonraki sessizliğim senin için güzelim zamansız gelen ayrılıklar kalbimi yaralar ağlayan gözlerim,0
elbet bir gün aşk acısı için değil hayat acısı için ağla,0
ağlıyorsa gözlerim kurumuş aşkımızın yeşermesi içindir bebeğim sen anlamazsın ben anlatıyorum gözyaşlarıma seni,0
bilsem ki bir daha hiç dönmeyecek bilsem ki gözyaşım hiç dinmeyecek utanmam sıkılmam mutsuzluğuma şimdi sensiz cehennemde yaşlanacağım,0
şimdi sensizliğin naklen mutsuzluğum yayınlanıyor ve herkes çektiğim sensizlik acısını canlı izliyor,0
i̇nanır mısın be sevgilim yokluğun reyting rekorları kırıyor,0
örselenmiş bir çocukluk işte benim bütün hikâyem kaç sevda geçse üzerinden bu yıkıntıları onaramazsın,0
i̇stersen hiç başlamasın geç kalmışız birbirimize yanlış kapılarda geçmiş bunca yıl dönemeyiz artık,0
ilk gençliğimize istersen hiç başlamasın söz verelim kendimize,0
sorarlarsa beni sana sevilmeden seviyordu ne kadarda saftı o kadar seviyordu ki kaldıramadım i̇çin bir ateş yaktım halen yanıyor,0
gitmeyince aramayınca eridi bitti bir dünyası vardı onu da ben kararttım kendi eliyle bir çukur kazdı ben gömdüm,0
benim zaten hiç gücüm yok yüzüm yok hiç umudum yok fakat bil ki farklı bir hayaldi i̇şkenceydi,0
bazen bazen çok güzeldi ama anlıyorum sesinden kurtulmuşsun sen nokta konmuş bitmiş en güzel hikâyem,0
mızıkçılık yapmadan oyununun kuralına uyup yalanlarına inanıyormuş gibi yaptım devam etmiştim beni sevdiğine inanmaya,0
eskiden karanlıklardan ve yağmurlardan korkardım şimdi ise yağmurlar gözyaşım oldu karanlıklar ise sırdaşım oldu,0
üç yanlışım oldu tanıdım güvendim inandım bir doğrum oldu sevdim fakat üç yanlış bir doğruyu sildi,0
eğer bir insanı gerçekten unutmak istiyorsan onunla yaşadıklarını değil onun sana yaşattıklarını hatırla,0
senin sevdiğini sanmıştım ya da öyle olmasını istediğim için kendimi buna inandırmıştım,0
kimine git dersin değerli olursun kimini canından çok seversin gereksiz olursun,0
sen kalmaya bir neden bulamadın ya ben ölmeye ne bahaneler bulurum şimdi,0
bazen insan ‘seni seviyorum’ diyemez sadece ‘sana da iyi geceler’ demekle yetinir,0
arada bir yokluyorsun sol yanımı öyle bir seni seviyorum dedin ki inan olsun kalbime indin,0
adın ki en güzel kelimedir dağarcığımda ne zaman ansam kelimelerim kendini asar darağacında,0
kimseyi kırmayayım diyorum bir bakıyorum kendim paramparçayım,0
bazen sadece seninle konuşsun istersin fakat o herkesle konuşur sana susar,0
yüreğim hep gururuyla övündü burada gidene dur denilmiyor,0
ne olurdu zamanla geçecek değil zamanla gelecek deselerdi,0
gel birbirimizin kadrini bilelim çünkü ansızın ayrılacağız birbirimizden,0
hayatta sevmem’ dedin ya bunun ahireti var umutlanıyor insan işte,0
canı yanan sabretsin canı yakan canının yanacağı günü beklesin,0
karşılığı yok hiçbir acının herşey gölgesi kadar ağır sormuyorum artık sormuyorum hergün yeniden kodlanan umutlarla kirletiliyor dünya,0
lafla değil yürekle bağlılıktır dostluk yalnız anlarda yalnız olmadığını bilmektir dostluk,0
yazın aşıklar eğlenir son baharda bizim gibi sevenler aşk acısı çeker,0
hiç ayrılmayacak gibi önce sonra hiç kavuşamayacak gibi sımsıkı güldüler birbirlerine biri uzağa gitti biri hep uzaklara baktı geceleri,0
tırnağı kırılınca kıyameti koparan kızlardan olmak vardı ben kalktım başıma ne gelirse gelsin güçlü olmayı seçtim i̇yi halt ettim,0
herkes senin nasıl göründüğünü bilir çok az insan nasıl olduğunu hisseder,0
her ağladığında yanına koşup gözyaşlarını silen insanların arasında yaşayan sizler,0
bizim gibi kendi gözyaşlarını kendi silmekten heba olmuş olanları anlayamazsınız,0
biz sizin için melankolik sulugözlü depresif farklı olanlarız,0
benim hayatımda gülücükler olmadı sevgilim acıyla bütünleşti kalbim nasır tuttu sevgilerim gittin,0
ya ne mi yapıyorum gözyaşlarımla nasır tutmuş hayallerimi yumuşatıyorum biz hayatı rüyalarımızda değil yaşadıklarımızla anladık,0
ben senin karşında haykırarak susuyorum bana çaresizlikten bahsetme,0
hep kalanlara gidenleri kattım bir gün yerine geçemedilero kalanlara gidenleri kattım yine bir tane sen edemediler,0
onursuz beraberliklerin başrol oyuncusu olacağıma onurlu yalnızlığın figüran oyuncusu olmayı yeğlerim,0
sesim yoktu karanlığın karnında yitirdim sesimi kör bir kuyuda unutulan yusuf tum belki de,0
acının umutları yok ettiği anda umutları yeşertecek bir sevgiye ihtiyaç duyarsan ben hep o bildiğin adresteyim,0
bugün depresyona girmeyi düşünüyorum gelmek isteyen varsa cips sigara rakı alsın gelsin,0
arkadaş sen hiç ölümün gölgesinde özgürlüğünü yaşadın mı kahpesine kurşun yağdırdın mı hiç,0
bir garibanın elinden tutupta kadere rest çektin mi,0
kendi kendime konuşmaya başladığımdan beri iletişim kurmak için kimseye ihtiyacım olmadığını anladım,0
sesini duysam da her an yüzünü görmek değil özlediğimi bil her an hiçbir şey yüzünü görmek gibi değil,0
acıları arkasına alanlar yaşamı önlerine katarlar,0
kendinize depresyon ya da itibar kaybı teşhisi koymadan önce çevrenizdekilerin aşağılık insanlar olmadıklarından emin olun,0
acılara dayanır bu yürek fakat senin gibi nankörlere asla gözlerimin gördüğü yerden sildim seni bitirdin,0
içimdeki delikanlı sevgiyi mutluluklar sana yaşadığın namert hayatında,0
beni hayallerimin bittiği yere asın,0
demem o ki ben şimdi sana kalk gel demem beklerim hep fakat gel demem diyemem çünkü öyle öğrendim canım çok yanıyor,0
şu an eğer gelirsen sarılırsan bana yapıştırırsan kafamı göğsüne ortalığı ayağa kaldırırcasına ağlarım,0
ama gel demem diyemem öyle öğrendim çünkü öyle büyüdüm,0
yaşarken ölmeyi ölerek yaşamayı sadece uykusuzlar bilir gözlerinin altında biriken her küçük torba gördükleri hayallerle doludur,0
seni severken hayata karşı dik durdum seni acılardan korudum kendimi acılara attım,0
hayat karamsar bir şiirin ilk dizesidir,0
ölmek istediğini söylüyorsun fakat sadece kurtarılmak istiyorsun,0
depresyona girince insan birden antidepresanların etkisiyle eskisinden mutlu olabiliyor fakat içinde ağlayan birinin olduğunu hissediyor,0
bizden nefret edin çünkü sizden değiliz arkamızdan hep küfredin kendimize kefiliz dünyalarımız farklıdır,0
anlaşamayacağız eminiz asadan ölümü çıkaran üstadın nesliyiz biz,0
bi yol varsa bu dünyadan uzaklara yürümek istiyorum,0
problem büyümek değildi büyürken en yakın bulduğumuz insanların değişmesi ve aslında tamamen yanlız olduğumuzu fark etmemizdi,0
dönüp bi an geçmişi anımsadığında canın çok acır fakat nafile geçmiş olsun lafı binlerce kez kulaklarında yankılanır,0
dokunma günah sinmiş ellerinle ben aşk ı en helal haliyle sevdim harama karışmasın diye senden geçtim,0
doğruyu söylemek gerekirse hayatım acı bile vermeyen upuzun bir sıkıntıdan ibaret,0
duvara öğle boş boş bakınıyorum nedensizce amaçsızca hayatımda büyük bir boşluk varmış gibi hissediyorum fakat ne olduğunu bilmiyorum,0
şimdi kapıdan gireceğini hayal ediyordum bana güleceğini sonra kızıyorum kendime giden sen değil miydin en önde,0
yürüdüğümüz yollardan geçtim fark yalnızlık şimdi tek başıma odamdayım soğuk ve karanlık,0
bazen sevda o kadar acıdır ki öve öve bitiremediğiniz aşkınızı gün gelir söve söve bitirirsiniz,0
birkaç gerçek önündeyim yine çıktı bak tansiyon bir depresyon otelindeyim adı dünya tam pansiyon,0
aslında kalp her ziyaretçinin bir demet şarkı bıraktığı bir mezarlık değil mi,0
bak be güzelim ölüm tribine girmiş hayallerim var benim yaşamak için umutlanan,0
depresyona oldukça kolay eğilimli olan şu berbat hayatımda gülümsemek,0
geçerli olan tek sebep hala ahmakça duygularla insanlara güvenebilmem,0
tam her şey rayına girdi derken bi bakıyorum ray bana girmiş,0
depresyon nasıl birşey diye sordu sen boğulurken etrafındaki herkesin nefes aldığını görmek gibi dedim,0
yalnızlığa yürüdüğün bir akşamda güneşin geç doğduğu bir sabahta özlediğinde,0
ağladığında sıcacık bir ele hasret kaldığında diğer elini tut kimseden fayda yok adama,0
elbet biz biliriz lafı en inceden dokundurup içini acıtmasını lakin kıyılıyoruz fakat kıyamıyoruz sevdiklerimize işte,0
bitmez dediğim her şey bitti gitmez dediğim herkesin gittiği gibi,0
öyle defalarca neşter vurmaya gerek yok bu yaraya sen arada gel git o devam ediyor nasıl olsa kanamaya,0
sana ben deliler gibiyim kimse acıtamaz yüreğimi senden başka bebeğim,0
sen tarifi imkansız bencil bir yaratıksın seninle geçirdiğim zamana değil seninle geçirmeyi umduğum hayallerime acıyorum şimdi pislik,0
benim tokatim adamın yüzünü değil i̇çi̇ni̇ acıtır çünkü ben o tokatı eli̇mi̇n tersiyle değil yüreği̇mi̇n tersiyle atarım,0
canını yakanın canını daha çok yak ki tekrar canını yakmayı düşündüğünde canı yansın kül olsun üfle yok olsun,0
depresyon dedikleri bu mu sanki yavaş yavaş her şeyden ve herkesten vazgeçiyorum,0
gölgem gibi peşimden geliyor tüm olumsuzluklar kurtulamıyorum,0
korktuğumda sinirlendiğimde üzüldüğümde ağladığımda yanımda olmalıydın sarılmalıydın,0
etrafıma her yönden metre ilerleyen duvarlar kurdum senin gibi sahte insanlar yüzünden,0
bir ömür boyu seninleyim desende istemem artık çünkü sen rüzgarın coşturduğu bir toz bulutusun bugün bana esersin yarın ellere,0
yoluna gül dökmek yerine eski sevgilinin kanını döktüm diye mi kızdın,0
değişen bir şey yok hiç ölüm hariç aynı gökyüzü aynı kader,0
hiç yaşamadım hayatı gülerek güzelim ağır romanlar yazdık içine acılarımızı sakladık sende gözyaşlarınla,0
hayata başlama güzelim biz alıştık çekeriz derdi kederi uzak dur benden ve ağır sözlerimden,0
yalnızım yapayalnız hayat yolunda belki arkamdan gelenler var fakat bakmazlar bana beni güldürün fakat ağlarım ben bedenim alışmış ne olsa,0
ben aslında hep yalnızdım sadece birileri gelip gidiyordu,0
yalnızlık değil ki bu biraz unutulmuş gibiyim,0
mutlu olduğumda bu hissin tadını çıkarmak yerine birazdan tekrar bir şey olacağını ve yine üzüleceğimi kendime hatırlatıp mutlu olamıyorum,0
dünde bugünde yarında yüreginde yüregin kadar yanındayım kendini yalnız hissettiginde elini yüregine koy ben hep ordayım,0
yalnızlığımı örttüğüm yalnız bedenler terk etti beni,0
i̇nsanlar köprü kuracakları yerde duvar ördükleri için yalnız kalırlar,0
genç yaşta nedir bu azrail çağrısı diyorlar sorun yaşamak değil sevdiğin seni terkedince işte o zaman istiyor insan ölmeyi,0
kimse kimsenin yarasına i̇nanmıyor artık ötesi yok hepimiz kendi acımızla öleceğiz,0
ölmek için sebebim yok fakat yaşamak için sınırdayım,0
umutsuz olduğum zamanlarda resmine bakarım umuta dair sözler yazarım kendime,0
feryadıma şahit gökteki yıldızlar gelinlik kefeni giyiyorum kabrime melekler gözyaşı döküyor unut beni be can ölüyorum,0
enjekte ettim tüm hayallerimi karanlığa,0
seni öldürmeyen şey ölmeni dilettirir,0
her ne kadar güneş her gece ayın görkemine kapılıp gülü bıraksa da gül yıldızlara kanıp güneşi unutmaz,0
hayat yollardan çizilmiş olsa bile bu yollardan birini seçeceksın seçtiğin yolda ölüm olsa bile selam verip geçiceksın,0
senin para etmez kuralların varsa benim inandığım ölümsüz masallarım var,0
geçecek dediğiniz acılar şimdi fena geçiriyor umutlarımıza,0
değersiz olmanın nasıl bir şey olduğunu bilemezsin ne yaptığın kimsenin umurunda olmaz ben hayatımın her gününü bu şekilde yaşıyorum,0
yalnızca yağmur yağdığında seviyorum bu şehrin insanlarını herkesin yüzü ıslak başları eğik herkes benim hep olduğum gibi,0
her gün sevda çekipte gülünmüyor değil mi bir güzelden başkası sevilmiyor değil mi hani bensiz olurdun olunmuyor değil mi,0
karanlık bir ışıkla dehşet verir aslında çünkü yalnız kalamazsın gölgen vardır yanında,0
dert itirazları bir kere acı çeksede belli etmez bakar delikanlı işte dibinde,0
kalmıyor aldığımız nefes dahi kalmıyor içimizde kimse kalmıyor,0
senin için ölürüm dediğinde ölüm şeklinin bir başkasının altında zevkten olacağını düşünmemiştim,0
paniğini kukla yapmış hasta bir çocuğum ben,0
ne zaman okusam hatırlasam veya görsem birden gelen o kalbin sıkışması boğazına yumru oturması ve ağlama hissi,0
yine akşam oluyor yine kalbim yanıyor sensiz bahar gelmiyor sevgilim sen olmayınca bahçemde güller açmıyor,0
bizim gibi adamlar ölümden kaçmaz ölümle yaşar,0
bu can bir seni ister bir sende hayat bulur bırakıp gitme acılar içinde bu delikanlı bir senin için yaşar,0
bu kadar umursamaz olman canımı yakıyor,0
seni hissizleştiren bir ilaç aptallaştıran bir ilaç seni baska birisi yapan bir ilaç bu dünyadaki hic bir hap seni senden kurtaramayacak,0
sensizlik ölüm kokuyor be adam,0
hayallerim var gerçek olmayan umutlarım var bir türlü hayallerime ulaşamayan bir sevdiğim var,0
uzaktan bile görülmeyen bir derdim var çaresi ölüm olan,0
yaşanmamışları düşünür kuytularda ölürüm,0
sukut eyle ey kalbim kalmadı artık söylenecek bir kelam aşktan anlamayana yar olacağıma yalnız kalırım vesselam,0
yalnızlığına iyi bak sahip çık kaç kişinin emeği var onda kim bilir,0
deli değilim yüreğimin hakkını veriyorum sevmekse sevmek yanmaksa yanmak acıysa acı,0
saklambaç oynuyoruz hayatla acılar kovaladıkça saklanan bedenlerimiz mutluluğa hasret kalmış gözlerimiz biz hayata ağır gelenler deniz,0
erkek güzel bulduğu her kadına aşık olur adam ise yalnızca bir kadına,0
şizofrenik ruhum intihara meyilli ölmek istiyorum ölemiyorum,0
sen benden ayrılmaya karar verecek kadar küçüldüysen ben senin uğrunda ölümü göze alacak kadar büyüdüm demektir,0
depresif bir kişiliğe sahip olduğum için değil seni anca rüyamda görebildiğim için uyuyorum,0
artık böyle oldum ben biraz güvensiz biraz hissiz biraz kimsesiz fakat çokça sessiz tepkisiz ve çok şeye karşı isteksiz,0
gözlerimin dolduğunu belli etmemek için sırıttığım her dakikadan nefret ediyorum,0
sen diye ağladığım gecelere yazıklar olsun,0
pazartesi dururken çarşambayı alan sele yazıklar olsun,0
bana da yazıklar olsun çağırsan yine geleceğim,0
hiç hak etmediğimiz şeyleri yaşattılar affedene yazıklar olsun,0
yazıklar olsun sana affedersem seni yazıklar olsun bana,0
sevmeyi bilmeyen bir adamı bekliyorum ya bana da yazıklar olsun,0
sana defalarca inanan bana da yazıklar olsun,0
bana dert olupta başkasına derman oldun ya sanada yazıklar olsun,0
bana da yazıklar olsun ki bu kalbi senin gii birine oyuncak ettim,0
bir zamanlar bana baktığın gibi bakarsan ona umarım yazıklar olsun sana,0
bir avuç suyu okyanus sanıp dalmışım ya aşkına banada yazıklar olsun,0
yazıklar olsun tuzak kuranların tezgahında gönüllü kobay olarak çalışanlara,0
eğer ölümüm yaşatacaksa devleti bu canı koruyan nefse yazıklar olsun,0
bilmeyene yazıklar olsun bilipte yapmayana yetmiş defa yazıklar olsun,0
ağlamamı beklediğiniz mendil ile halay çekmezsem bana da yazıklar olsun,0
ben hayatı gözyaşlarımla izlerken sen yüzüme bakıp hala yalan atmayı tercih ettin bana yazıklar olsun sana,0
sana da yazıklar olsun be papatyam bir seviyoru sığdıramadın onca yaprağının arasına,0
utangaç heyecanlı temiz kalpli insanları kandırıp kullanıp karamsar ve gözü yaşlı insanlara çevirdiniz,0
iki yakanız bir araya gelmesin yazıklar olsun nebi yıldız,0
son mesajınla bitirdin ya beni canın sağ olsun diyorum aşk acısıyla ağlattırdın ya beni yazıklar olsun diyorum,0
gökyüzündeki yıldızlar gibi parlaktın benim için dağ aralarında akan ırmaklar gibi berrak göllenmiş yağmur suları gibi temizdin,0
şimdi başka kollara yar oldun yazıklar olsun aşkım,0
bir kalp ki onun sevmesi aldanması yok tutkunluğu yok bir güzele yanması yok bin kez yazıklar olsun,0
sevgisiz yüreğe aşksız geçecek günlerin faydası yok,0
seni sevdiğim güne lanet olsun sana verdiğim değere yazıklar olsun seni tutan ellerim kırılsın,0
seni seven kalbim dursun seni gören gözlerim kör olsun,0
en önemlisi bu hayatta seni tanıdım ya bu hayata lanet olsun senden nefret ediyorum,0
gönül yorgun ve bitkin düştüğünde yürek dilsiz kalır,0
sürekli aynı şeyleri yaşamaktan gelmiş bir bıkkınlık bendeki,0
beni candan usandırdı cefadan yar usanmaz mı fuzuli,0
aniden beliren bıkkınlık ve her şeyden sıyrılıp uzaklaşma isteği,0
bıkkınlık veriyor sensiz bir sabaha uyanmak enes alper,0
hayat insana bıkkınlık verecek kadar uzun değildir amin maalouf,0
neden bir kez daha baştan başlayayım ki bıktım artık,0
artık herhangi bir hayale kucak açamayacak kadar yorgun ve bıkkınım,0
bıktım hayattan bıktım sizden anlamsız bakan gözlerinizden,0
o kadar bıkkınım ki devam etmeyi midem kaldırmıyor gustave flaubert,0
çok fena bıkkınlık var içim havadan daha karanlık o derece,0
etrafıma baktığımda buruk bir tiksintiden başka bir şey hissedemiyorum,0
gökyüzünü kaybetmiş bir kuş gibi üzgün yorgun ve kırgınım hayata,0
bıkkınlığım yalnızlığımdan mı sensizlikten mi yoksa acımdan mı bilemedim,0
ey hayat o kadar bıkkınım ki susupta ağlayasım ölüpte dinlenesim var,0
dünyaya kendi isteğim dışında geldim hayretle yaşadım tiksinerek gidiyorum,0
senin bu hayattan bıktırdığını başkası kalbinden çıkarmaz böyledir hayat,0
kafa karışıklığından gelen ve bunalıma neden olan üzüntü enerji düşüklüğü içsel bıkkınlık ilgisizlik,0
öyle bir bıkkınlık duygusu ki yeni biriyle tanışmak için elini uzatırken dahi tereddüt ediyor insan,0
çocukken bir kez ağlasam benim olurdu her şey şimdi günlerce ağlıyorum fakat başkasının oluyor her şey,0
artık beklentilerimi dile getirmekten bıktım daha az hayal kuruyor daha az hayal kırıklığı yaşıyorum,0
ağlamıyorum ben hani adet gereği yıkarlar ya ölüleri ben yıkıyorum işte yanağımdaki o rahmetli gülümsemeleri,0
ve insan kanat çırpamaz bazen buna yorgunluk diyoruz hayal kırıklığı diyoruz bıkkınlık diyoruz,0
gitmek gerekir bazen fazla yormadan daha çok bıktırmadan eğer vaktiyse ardına bile dönüp bakmadan,0
zamanla yorgun hanlara dönüyor işte gördün her şeyim kuru topraklar gibi dağılıyor belleğim,0
kavak ağacını seven ve beğenen çok az kişi gördüm çünkü dosdoğrudur tersinden okusan bile kavak,0
bıktım boş yere hep gitmeler gelmelerden bırakın uyuyayım yandım kelimelerden,0
galiba yoruldum her şey kadar herkes kadar sen kadar kendimi her kaybettiğimde seni kaybediyor olmaktan yoruldum,0
her şeye ve herkese karşı gelen bıkkınlık hissi yalnızlığıma sıkıca sarılıp kendi bilinmezliğimle ayakta kalmaya çalışmak yaşadığım,0
bir yanımda çaresizlik diğer yanımda yorgunluğum var bir yanımda yalnızlığım diğer yanımda geçmişe dargınlığım ve bıkkınlığım var,0
kalbi yorgun olanın dili keskin olurmuş ya kalbi yorgunun yanında olmayacaksın ya da yanında olduğunun kalbini yormayacaksın,0
i̇nsanların bütün acıyı kendileri çekmiş gibi davranmalarından bıkkınlık geldi artık bana,0
bence gerçekten acı çekmiş bi insan acısını gizleyendir her yere döken değil,0
yarın için ümit beslemekle yetinmekten artık bıkkınlık geldi yetinemiyorum koskoca bugünden utanıyorum onun benden utanması gerekirken,0
yetişkin olmaktan vazgeçiyorum yoruldum yetişkinliğin kurutulmuş koşullu,0
alışıyorsun bazen hayata bıkkınlık geliyor anlamlı kalan birkaç şey geliyor,0
sadece aklına onların da yavaş yavaş suyun üzerindeki kağıdın eriyerek batması gibi kayboluşu geliyor,0
ey yoğun özlemlerimizin arasına bir katı bıkkınlık gelir yerleşir apansız öyle olur ki,0
en son ucuna gitmeye can attığımız bir ilişkinin içinden çıkıp çekip gitme arzusu çöker üzerimize,0
korkmadığını söylediğin şeylerden korktuğuna eminim i̇stemediğini söylediğin şeyleri,0
umutsuzluk değil seninki sadece bıkkınlık yaşayan herkesin umudu vardır,0
anladım ki i̇nsanlar susanı korkak aptal çantada keklik sanıyorlar,0
oysa ki biz istediğimiz kadar hayatımızdalar göz yumduğumuz kadar dürüstler ve sustuğumuz kadar insanlar,0
adam olmayana düşman bile olmam,0
kimin gerçeği olursan ol artık hayalim bile değilsin,0
ölüme gidelim dedin mazot mu yok dedik,0
bu aşkı ikiye bölsek sana eyvah düşer bana eyvallah,0
azrail bile ayağıma gelecek sen neyin tribindesin,0
tespih olmuşsun güzelim herkesin elinde şak şaklardasın,0
cesaret bazen seçtiklerin değil vazgeçtiklerindir,0
evet hepinizin gideri vardı fakat hiç biriniz kalıcı değilsiniz,0
ben bir hiçim bir hiçin kaybedecek neyi olabilir ki,0
hayat tesbih gibidir bazen çekmek bazen sallamak gerekir,0
sadece gülüşümü yakala öfkem çok ağır gelir sana,0
değer verince değer vermeyen insanlar bul bana sebastian,0
benim duyguları oyuncak değil sen fazla çocuksun,0
götünüzün yemediği sevdaların altına yatırmayın yüreğinizi,0
elimi sallasam ellisi fakat gönlümden geçen abdestlisi,0
o bensizliği göze aldıysa ben onsuzluktan bir şey kaybetmem,0
i̇şim düşmedikçe kendime bile uğramıyorum sende kimsin,0
senin için savaşırdım fakat verimsiz toprakları keşfetmeye gerek yok,0
geçecek dediğiniz acılar şimdi fena geçiriyor umutlarımıza,0
her insan kendine yakışanı yapar çünkü kalite asla tesadüf değildir,0
değişen bir şey yok hiç ölüm hariç aynı gökyüzü aynı kader,0
sen annesi olamayacağın çocuklarıma anlatacağım en güzel masalsın,0
sırtın yere düştü mü kardeşim dediklerinin bahanesi çok olur,0
köşeme çekildim gülüyorum size fark ettim alayınız yalansınız özde,0
altın gibi kalbin olsa neye yarar ayarın düşük olduktan sonra,0
gardiyan görüş bitti dediğinde anlarsın o zaman vefasızca gidişleri,0
kurnaz olma fakat bana uygulama senin bildiklerin kadar benim sildiklerim var,0
kimseyi mumla arayacak değilim beni bulmak isteyen ışığımdan tanır,0
bak be güzelim ölüm tribine girmiş hayallerim var benim yaşamak için umutlanan,0
kimsenin çay bardağına kaşık olmayın şeker eridikten sonra işiniz biter,0
ben bana inananı hiç yarı yolda bırakmadım bırakanı da bir daha asla ‘adam’ yerine koymadım,0
hayat işte bazı insanların denize karşı villaları var bizim ise üstümüze yıkılan hayallerimiz,0
sırtından vurana kızma arkanı dönen sensin arkandan konuşana da darılma adam yerine koyan sensin,0
büyüklerimiz bize bir kızla nasıl konuşacağımızı değil çalışıp ailemize nasıl bakacağımızı öğrettiler,0
avucumun içi kadar yüreği olmayan adamlarda kolum kadar dilin olması onların artısı olsun ben eksilerimle sarhoşum,0
şikâyetçiyim aşk yolunda gasba uğradım hâkim bey hayallerim önemli değil kalbimi versin yeter i̇çinde kimliğim vardı,0
sevdama müebbet biçilmiş gururuma ağır hapis oysa ne yüreğime kelepçe takabilmiş kimse nede sevdama zincir,0
ben herkesten yana özgürüm ama senden yana esir,0
her kuyudan tırmanarak çıktım ben ne bir ip sallayanım oldu ne bir el uzatan bu yüzdendir o herkesi kıskandıran gururum,0
dik başlı asi duruşum,0
bir başka seveceğiz inan birbirimizden başka o sarışın olacak belki uzun boylu yakışıklı bir adam olaca,0
benim yanında yattığım kadın senin gibi kokmayacak,0
satmadık dostumuzu bildik hasmımızı kapatmadık eskilerden kalmış yaralarımızı akıtırız,0
kardeş uğruna kanımızı bilsinler ki krallar ölmeden bırakmaz tacını,0
bizden nefret edin çünkü sizden değiliz arkamızdan hep küfredin kendimize kefiliz dünyalarımız farklıdır,0
anlaşamayacağız eminiz asadan ölümü çıkaran üstadın nesliyiz biz,0
firari saatler arkasından gelen isyankâr sokakların tövbekâr çocuklarıyız biz sevdiğimiz için yaşar dostluğumuz için ölürüz,0
hiçbir zaman hiçbir yerde kimseye boyun eğmeyiz,0
biz kimleriz diye sorma biz hayata boş vermişlerdeniz bize hayat nedir diye sorma biz hayat deryasında yüzenlerdeniz,0
bizi arama lüks meyhanelerde bulamazsın biz dost şarabı içenlerdeniz bize dost arkadaş nedir diye sorma,0
biz onlar için ölümüne gidenlerdeniz,0
benim hayatımda gülücükler olmadı sevgilim acıyla bütünleşti kalbim nasır tuttu sevgilerim gittin ya,0
ne mi yapıyorum gözyaşlarımla nasır tutmuş hayallerimi yumuşatıyorum biz hayatı rüyalarımızda değil yaşadıklarımızla anladık,0
sildim artık benim değilsin benim olsan bile lazım değilsin,0
i̇nsanlar vardır sevgiye layıktır i̇nsanlar vardır sevginin en yücesini versen aşağılıktır,0
tatlı bir rüyanın içinde nefreti tanıdığım tattığım ve yaşadığım bir yalansın,0
bir kişiye ederinden fazla değer vermeyeceksin biz verdik ne oldu,0
sevgilim değil sevdiğimdin artık nefret ettiğim bile değilsin,0
kimine duadır kimine beddua kime ne yaşattıysan sen onu yaşa,0
kısa mesajda bile karakter var ama sende tane bile yok,0
bir daha ayrılık yok dedin inanmıştım senin sözüne kocaman bir yalanmış sevgin şerefsiz çıktın sen sevgilim,0
dünyamı kararttın canımdan can aldın askın adı batsın bırak sevdan yüreğimde kalsın sen orada nefretimle yan,0
allah sana öyle bir ceza versin ki benim seni sevdiğim gibi sende bir başkasını sev ve bir başkası,0
benim sana kızdığım kadar nefret etsin senden,0
gelme bana canın sağ olsun dönme bana yolun açık olsun ben şimdi başka kalplerdeyim bu da sana kapak olsun,0
bana dünyadan hayattan sevgiden ve en önemlisi aşktan nefret ettirdiğin için teşekkürler bende nefret etmeyi öğrendim,0
aşkı oyun sandın sevgiyi oyuncak beni kukla bir masal yazdın sonra oynadın,0
şimdi kendi oyununun içinde acı çekiyorsun ben yokum acı sana helaldir,0
hiçbir insan için ağlamaya değmez çünkü değen insan zaten ağlatmaz,0
bende hakkin kaldıysa eğer sevildiğin günlere say,0
