text,sentiment
sevmeyi seviyorum ve sevilmeyi seviyorum,1
açık özgür ve sevgi dolu biriyim,1
ruh eşimi bulmayı hakediyorum,1
sevgi dolu insanlar kolayca beni bulur,1
bugün romantik olmayı seçiyorum,1
sevgiyi kolayca ve düzenli olarak hayatıma dahil ediyorum,1
sevgi vermek ve almaktan zevk alıyorum,1
ne olduğumu seviyorum,1
davranış tarzımı seviyorum,1
ben herkesi seviyorum ve kabul ediyorum,1
bugün herkese sevgiyle konuşmayı seçiyorum,1
ben çok şefkatli ve huzurlu biriyim,1
kendimi her zaman ve tamamen seviyorum,1
başkalarına iyi davrandığım için kendimi seviyorum,1
kendime iyi davrandığım için kendimi seviyorum,1
her gün kendime olan sevgimin artmasına izin veriyorum,1
sevildiğimi hissetmek mutluluk veriyor,1
çok seviyorum,1
i̇nsanlığı seviyorum,1
kendimi koşulsuz olarak seviyorum,1
ben aşka aşığım,1
bugün daha çok sevmeyi seçiyorum,1
kim olduğumu seviyorum,1
ben saf aşkım,1
hayatımın her yönünü seviyorum,1
varlığımın her yönünü seviyorum,1
başkalarından sevgiyi kabul ediyorum,1
ben aşk istiyorum ve aşk beni istiyor,1
kendi gücüme güveniyorum ve sevginin kapısını açıyorum,1
hayatımın aşkı içte ve dışta muhteşem,1
sevmek ve sevilmek harika hissettiriyor,1
i̇yi muamele görmeyi hak ediyorum çünkü sevilmeye değerim,1
zenginlik her gün etrafımı çevreliyor,1
kariyerimi aldığım her kararla daha da ileriye götürüyorum,1
hayalimdeki işte çalışıyorum,1
çalıştığım her günü seviyorum,1
kariyerim beni aileme yaklaştırıyor,1
i̇şim bana finansal bolluk getirir,1
i̇ş arkadaşlarım benim etrafımda olmaktan hoşlanıyorlar,1
patronum yaptığım işe değer veriyor,1
ben değerli bir çalışanım,1
müşterilerim işimi takdir ediyor ve bana değer veriyor,1
her gün yeni müşteriler çekiyorum,1
olumlu tutumum kendime güvenim ve çalışmam yeni fırsatların kapısını açıyor,1
çalışırken coşkulu ve heyecanlıyım,1
i̇şimle ilgili coşku çevreme yayılıyor,1
i̇ş yerim huzur ve sevgi dolu,1
kararları kolaylıkla alırım,1
i̇ş arkadaşlarım hakkında olumlu konuşuyorum ve onlar benim hakkında olumlu konuşarak yanıt veriyorlar,1
elimden gelenin en iyisini yapıyorum,1
molalarım sırasında sağlıklı şeyler tüketiyorum,1
öğle yemeğim sırasında sağlıklı besleyici yiyecekler yiyorum ve vücudum bana minnettar bana enerji ve sağlık sağlıyorum,1
başarıyı çevreme yayarım,1
sevgiyi yayarım ve diğerleri bana olan sevgisini yansıtır,1
ben sevgi dolu ve güzelim,1
ben çekiciyim,1
romantik ilişkim sağlıklı uzun ömürlü ve sevgi dolu,1
eşim nazik şefkatli ve anlayışlı,1
eşim kendini fiziksel ve manevi olarak bana çekiyor,1
ruhumla birlikteyim ve sevgi dolu bir hayatı paylaşıyoruz,1
hayat sevgi dolu ve gittiğim her yerde sevgiyi buluyorum,1
i̇lişkimiz ilahi ve partnerim ile mükemmel bir şekilde eşleştirildim,1
eşim ve ben arasında derin bir anlayış var,1
bağışlama ve merhamet romantik ilişkimin temelidir,1
aynaya bakıp “seni seviyorum” demek benim için kolay,1
sözlerim her zaman nazik ve sevecen ve karşılığında başkalarından nezaket ve sevgi görüyorum,1
hayatımın her günü sevgi dolu,1
eşim ve ben arasındaki tüm iletişim sevecen ve kibar,1
benim hakkımda her şey çok hoş ve güzel,1
ruh eşimle birlikteyim çünkü gerçek aşkı hak eden sevgi dolu kibar bir insanım,1
her sabah neşeyle dolu uyanıyorum,1
eşim benim seksi buluyor çünkü o benim her parçamdan etkileniyor,1
tüm ilişkilerim sağlıklı çünkü sevgi ve merhamete dayanıyorlar,1
vücudum hakkında herşeyi seviyorum,1
vücudumverimli çalıştığı için minnettarım,1
vücudumun şeklini kabul ediyorum ve onu güzel ve çekici buluyorum,1
ben sadece sağlıklı ve besleyici beslenme seçimlerini yapıyorum,1
vücudumla ilgilenirim ve her gün egzersiz yaparım,1
vücudum sağlıklı ve enerji dolu,1
her nefes aldığımda vücudum iyileşme enerjisiyle doludur,1
ben kiloda olduğum için çok mutluyum istenilen ağırlığa göre doldurun,1
sağlıklı ve besleyici gıdalar yemeyi seviyorum,1
meyve ve sebzenin tadını seviyorum,1
vücudumdaki her hücreye aşığım,1
güven duyuyorum ve başkaları bana saygı duyuyor,1
diğerleri beni seksi ve çekici buluyor,1
aynaya baktığımda heyecanla doluyorum,1
aşk umut ve güven ile doluyum,1
hayatın her saniyesini coşku ve umutla selamlıyorum,1
vücudumdan geçen yaşam gücü ve enerji için minnettarım,1
aldığım her hareket benim güvenimi arttırıyor,1
düşündüğüm ve söylediğim her şey beni daha sağlıklı kılıyor,1
vücudumda kendimi güvende hissediyorum,1
her gün mutlu ve heyecanlı uyanıyorum,1
hayatımın her günü mutluluk ve sevgiyle dolu,1
hayatımın her saniyesinde hevesliyim,1
yaptığım her şey eğlenceli sağlıklı ve heyecanlı,1
ben bir aşk ve merhamet göstergesiyim,1
herkes yaşam için ne kadar neşe ve sevgim olduğunu görür,1
yeni sağlıklı deneyimler yaşıyorum,1
bütün ilişkilerim pozitif ve sevgi ve merhametle dolu,1
diğerlerini ellerinden gelenin en iyisini yapmaya çalışan iyi insanlar olarak görüyorum,1
baktığım her yerde nazik ve umutlu olmak için fırsatlar buluyorum,1
tüm hedeflerimi kolaylıkla gerçekleştiririm,1
sadece benim için sağlıklı olan şeyleri arzuluyorum,1
hayallerimi gerçekleştiriyorum,1
hayatım sihir ve enerji dolu,1
düşüncelerim ve hislerim besleyici,1
her an hazırım,1
her şeyde güzelliği görüyorum,1
i̇nsanlar bana nezaketli ve saygıyla davranıyorlar,1
huzurlu insanlarla çevriliyim,1
çevrem sakin ve destekleyici,1
i̇htiyacımdan fazla param oluyor,1
kazançlı ve faydalı durumları kendime çekiyorum,1
ben para mıknatısıyım,1
para enerjisini kabul ediyorum,1
zengin olmayı seviyorum,1
banka hesabım sürekli artıyor,1
para hayatımın içine akıyor,1
kolayca para kazanıyorum,1
ben zenginim,1
para ve zenginlik hakkında olumlu düşünüyorum,1
hayatım bolluk dolu,1
bereketli bir insanım,1
bolluk ve refahı hak ediyorum,1
ben çok varlıklı bir insanım,1
benim gelirim harcamalarımın çok çok üstünde,1
paranın bana gelmesi çok doğal,1
başarılı ve zengin oluyorum,1
ne olursa olsun bolluğa odaklanmayı seçiyorum,1
parayı kolayca kazanıyorum,1
sihirli bir değnek değmiş gibi param artıyor,1
hayatım her gün daha zengin ve daha bereketli oluyor,1
para kolay ve zahmetsizce bana geliyor,1
zenginlik sürekli hayatıma akıyor,1
davranışlarım sürekli zenginlik refah ve bolluk yaratıyor,1
zenginlik ve bereket enerjisiyle uyum içindeyim,1
para için bir mıknatısım,1
refah ve bolluk bana çekiliyor,1
zenginlik hayatımın manası oluyor,1
hayatın bana sunduğu tüm servetlere açık ve alıcıyım,1
ben zenginim,1
her zaman fazla param var,1
bana parayı kendime çekiyorum,1
zengin biri olarak kendimi harika hissediyorum,1
zenginlik hayatıma ve hesaplarıma akıyor,1
bana sürekli artan miktarlarda büyük miktarlarda para geliyor,1
aldığım her şey için minnettarım,1
bugün servet bereket ve refahı çekiyorum,1
cüzdanım ve banka bakiyem para ile doluyor,1
benim zenginliğim içimde parlıyor,1
finansal bolluk çığını yaratıyorum,1
ben refahlı ve zengin olmaktan alıkoyan her bloğu serbest bırakıyorum,1
zenginlik bana her yönden akıyor,1
maddi olarak bolluk ve para doğal olarak bana geliyor,1
her zaman finansal bolluğu yaşamaya izin veriyorum ve servetimi cömertçe paylaşıyorum,1
zenginlikler okyanustaki dalgalar gibi akıyor bana,1
zenginlik ve bolluk düşüncelerini enerjime dahil ediyorum,1
hayatı kendi şartlarımla yaşayan zengin bir girişimciyim,1
zenginlik bolluk ve refahı yayarım,1
zenginliğim dünyaya daha fazla hizmet verdiğim için sonsuza dek artıyor,1
kendimi koşulsuz olarak seviyorum,1
hayatımda yalnızca sağlıklı ve sevgi dolu ilişkilere izin veriyorum,1
hayat benim için en iyisini istiyor şu an bulunduğum yerde iyiyim,1
tüm insanlarla her ortamda rahatım,1
hayatın şu anda sunduğu basit zevkleri bulup zevk alıyorum,1
nasıl hissettiğimi biliyorum bu yüzden yaşamımı kendimi iyi hissettiren yönlere yoğunlaştırıyorum,1
zorluklarım bana daha iyi fırsatlar sunuyor,1
ruh halim vücudumda fizyolojik bir tepki yaratıyor huzurlu ve pozitifim,1
düşüncelerimin duygularımın ve hayatımın kontrolünü elimde tutuyorum,1
sürekli gelişiyorum bugün için ihtiyacım olan bilgiye sahibim,1
sakin ve dikkatliyim ben korkusuzum,1
başkalarına ve kendime şefkatliyim,1
potansiyelimin farkında bir pozitif varlığım,1
üstesinden gelemediğim blokajlar yok,1
ben güçlü ve akıllıyım,1
diğer insanlarla tanışmayı ve yeni arkadaşlar edinmeyi seviyorum,1
hayat çok güzel,1
ben kendim için en iyi motivasyon kaynağım,1
zorlukların büyümek ve gelişmek için fırsat olduğunu kabul ediyorum,1
ben sadece pozitif insanları çekerim çünkü kendim de pozitif biriyim,1
ben benzersizim ve bu benim dünyaya hediyem,1
her gün ortaya çıkıp elimden gelenin en iyisini yaparak bir fark yaratıyorum,1
her seferinde kendimin daha iyi bir halini oluşturuyorum,1
hareketlerimi biliyorum ve beni hedeflerime yaklaştırıyor,1
i̇stediklerimi hakediyorum çünkü dileğim için saf ve gerekli niteliklere sahibim,1
ben çözüm odaklıyım ben engellerden korkmuyorum,1
görev ve sorumluluklarımı yerine getirme yeteneğim var,1
yolculuğum ve dersleri için minnettarım,1
sınırsız gücüm var,1
kendimi seviyorum ve hayatın bana sunduğu koşulları aşıyorum,1
i̇ltifatları kolayca kabul ediyorum çünkü onları hakettiğimi biliyorum,1
herşey mümkün olasılıkları açıyorum,1
yaratıcıyım ve yeni çözümlere açığım,1
ben yetenekliyim ve zekiyim,1
i̇şim beni tatmin ediyor,1
süper güçlerimi kabul ediyorum ve onları başkalarına yardım etmek için kullanıyorum,1
ben hevesli kendinden emin ve ısrarlıyım,1
hatalardan ve başarısızlıklardan öğrenip en iyisini yapıyorum,1
ben harika bir ebeveynim,1
çocuğumun doğasının farkındayım ve onların gerçeklerini yaşamalarını destekliyorum,1
öğrenmeye ve büyümeye istekliyim,1
i̇yi bir ebeveyn olmam için bana yardım etmeye devam eden kaynaklara minnettarım,1
eşim ve ben sağlıklı ebeveynlik yaklaşımları konusunda hemfikiriz,1
bir şey dengesiz olduğunda onu düzeltecek güç bende,1
ebeveynlik rolümde kendime güveniyorum,1
ruhumu dinliyor ve yönlendiriyorum,1
ben çocuklarım için doğru olanı yapıyorum,1
çocuklarımın seçimini destekliyorum,1
ben karşılaştırmalarda en iyi ebeveyn olduğumu biliyorum,1
ebeveyn olmayı seviyorum,1
bu rolün bana verdiği neşeyi seviyorum,1
ben sağlıklı ve hareketliyim,1
kendi ihtiyaçlarımla ilgilenmek için zaman ayırıyorum bunu yapmak daha iyi bir ebeveyn olmamı destekliyor,1
i̇htiyacım olanı buluyorum,1
değişim en iyi seçenek olduğunda kolayca değişiklik yapıyorum,1
ailemin başarılı olduğu biliyorum,1
birlikte harika zaman geçiriyoruz,1
çocuklarımın sağlığı benim için bir öncelik oluyor,1
sağlıklarını desteklediğimden emin olmak için gerekli adımları atıyorum,1
dengesiz bir şey olduğunda cevapları buluyorum,1
çocuklarıma sağlıklı yemek veriyorum,1
çocuklarım sağlıklı beslenmeyi seviyorlar,1
akşam yemeği hepimizin dört gözle beklediği keyifli bir deneyimdir,1
çocuklarımın yemeyi sevdiği iyi yemekleri alabiliyorum,1
yemek hazırlamanın tadını çıkarıyorum ve ara vermem gerektiğinde beni destekleyecek kaynaklar bulabiliyorum,1
güzel bir aile hayatım var,1
formda kalmak ve egzersiz yapmayı seviyoruz,1
vücudlarına nasıl bakacakları konusunda çocuklarım için iyi bir rol modeliyim,1
çocuklarıma bedenlerini sevmeyi ve saygı duymayı öğretiyorum,1
çocuklarım sağlıklı bireyler,1
tüm yıl boyunca sağlıklı kalıyoruz,1
evimiz huzur dolu bir yer,1
evimiz düzenli ve temiz,1
herkes evimizin düzenini ve işlevini korumaya katkıda bulunmaya istekli oluyor,1
çocuklarım ev işlerini isteyerek yapıyorlar,1
gerçek doğalarını nasıl destekleyebileceklerini kolayca başarabilecekleri işleri vererek oluşturuyorum,1
evimizde çok eğleniyoruz,1
evimizde geçirdiğimiz etkinliklerle ilgili hoş anlar yaşıyoruz,1
bir aile olarak birlikte oynamak ve eğlenmek için doğru zaman harcadığımız için minnettarım,1
fiziksel olarak etrafımda olanların sevgisini hissediyorum,1
kendi yalnızlığımdan zevk alıyorum,1
kendimi mutlu etmek için doğru adımları atıyorum,1
kendimi seviyorum ve onaylıyorum,1
kendimi nefes almaya ve topraklamaya odaklıyorum,1
sezgilerimin ve kalbim beni güvende tutuyor,1
her zaman doğru seçimleri yapıyorum,1
i̇çsel gücümden ve ışığımdan ilham alıyorum,1
kendime güveniyorum,1
ben bu dünyanın eşsiz bir çocuğuyum,1
dünya bana mutluluk ve huzur veriyor,1
hayatımın gayesini keşfediyorum,1
7 milyarda biri olabilirim buna rağmen aynı zamanda 7 milyarda tekim,1
i̇ç bilgeliğime ve sezgilerime güveniyorum,1
sakinlikte nefes alıyorum ve gerginliği dışarıya veriyorum,1
ben iyi kalpli bir insanım,1
harika şeyler beni buluyor,1
yaptığım tüm hatalardan dolayı kendimi affediyorum,1
açıkça görebilmek için öfkemi bırakıyorum,1
öfkemi kendimden uzaklaştırıyorum,1
öfkemi anlayış ve şefkatle değiştiriyorum,1
öfkemden etkilenenlere özür diliyorum,1
umudum en yüksek noktaya çıkıyor,1
i̇ç dünyamdan daha fazla umut ve cesaret topluyorum,1
hayatı yaşamak için umutlu ve iyimser yollar bulmayı seçiyorum,1
daha iyi bir yol göremiyorsam yardım ve rehberlik rica ediyorum,1
hayatımın yöneticisi ve kaptanı benim,1
aklımın ve bilgimin beni doğru karara yönlendirdiğini biliyorum,1
benim için en iyi kararı vereceğime inanıyorum,1
fikirleri topluyor en doğru fikri ben veriyorum,1
i̇ç dünyamı sevgiyle dinliyorum,1
ben ailemi seviyorum,1
aileme onları sözlü ve sözsüz yollardan ne kadar çok sevdiğimi gösteriyorum,1
bu mükemmel aile ile eşleşmemin iyi bir nedeni var,1
ailemi hediye olarak görmeyi seçiyorum,1
ailemle birlikte yaşadığım mutlulukları seviyorum,1
beni onaylayan ve beni seven arkadaşlarımla birlikteyim,1
kendimi bana iyi davranan insanlarla çevreliyorum,1
arkadaşlarıma önem verdiğimi göstermek için zaman ayırıyorum,1
arkadaşlarım beni destekliyor ve güveniyor,1
arkadaşlarımla sohbetten büyük zevk alıyorum,1
ben güzel ve zekiyim ve herkes beni böyle görüyor,1
ben pozitif bir insanım,1
bundan sonra beni mutlu eden insanlarla tanışıyorum,1
beni seven insanlar hayatıma dahil oluyor,1
​​sevdiğim ve tatmin edici bulduğum işleri yapıyorum,1
kendi kariyer başarımda büyük bir rol oynuyorum,1
anlamlı harika ve ödüllendirici işler yapıyorum,1
bu dünyayı olumlu yönde etkileyen işlere katılıyorum,1
yaptığım işle dünyayı değiştirme yeteneğime inanıyorum,1
bu gün bana neşe getiriyor,1
bugün anılarım için muhteşem bir gün oluyor,1
düşüncelerim benim gerçekliğim oluyor pozitif düşünüyorum,1
günümü umutla dolduyor ve neşeyle devam ediyorum,1
bugün dolu dolu yaşıyorum,1
enerjimi boşa harcayan endişeleri bırakıyorum,1
geleceğim için akıllı ve hesaplanmış planlar yapıyorum,1
ben bir para mıknatısıyım zenginlik ve bolluğu çekiyorum,1
geleceğim için planlama yapmaktan tamamen sorumluyum,1
aileme iyi bakma yeteneğime güveniyorum,1
ne olursa olsun hayallerimi takip ediyorum,1
sevdiklerimin hayallerimi anlamalarına yardımcı olmak için şefkat gösteriyorum,1
sevdiklerimden hayallerimi desteklemelerini rica ediyorum,1
hayallerim hakkında soruları savunmadan yanıtlıyorum,1
sevdiklerim hayallerimi kabul ediyorlar,1
herkesi olduğu gibi kabul ediyorum ve hayallerimin peşinden koşmaya devam ediyorum,1
ben güvendeyim herşey çok iyi,1
her şey en yüksek iyiliğim için çalışıyor,1
hayat enerjim yükseliyor,1
akıllıyım her şeyin üstesinden geliyorum,1
bütün sorunlarımın bir çözümünü biliyorum,1
tüm yollar beni çözüme götürüyor,1
bir çözülmeyen durum hakkında yeni bir düşünme yolu arıyorum,1
cevap henüz görmemiş olsam bile onu buluyorum,1
yolumu açıyor ve kendimi özgür bırakıyorum,1
herkesten daha çok çalışıyor ve başarıyorum,1
kendimi yalnızca en yüksek benliğimle kıyaslıyorum,1
bu dünyaya enerji saçıyorum,1
kendi koşullarımdan oldukça mutluyom,1
kendimi halkıma topluma ve milletime bir hediye olarak görüyorum,1
sağlıklı mutlu ve başarılı olmayı hak ediyorum,1
kim olduğum konusunda kendimle barışığım olduğum kişiyle gurur duyuyorum,1
kendimi mutlu bir hayat sürdürmeye adıyorum,1
ben mutluyum,1
yaşamayı hak ettiğim hayatı oluşturuyorum,1
geçmişin acısı yerine bu anın mutluluğunu seçeceğim,1
ben parlak ve neşeli bir insanım,1
başkalarını sevme konusunda iyiyim ve diğerlerini mutlu ediyorum,1
olmak istediğim tek kişi kendimin daha iyi bir versiyonu,1
kendim için belirlediğim her hedefe ulaşıyorum,1
mutluluk ve sevgi benden özgürce akıyor,1
her gün her şekilde daha mutlu ve daha mutlu oluyorum,1
bugün kahkahalara ve neşeye açığım,1
ben sadece olumlu olmayı seçiyorum,1
kendimi iyi hissetmeyi seçiyorum,1
i̇nsanın huzuru ve memnuniyeti dışarıda değil içindedir,1
benim yaptığım bildiklerimi söylemek değil kendimi öğrenmektir,1
sabahlarınız gibidir beni sevmek,1
kalbinizi gene açın buna rağmen aptallık etmeden,1
kuşlar toplanmışlar göçüyorlar keşke yalnız bunun için sevseydim seni,1
neyse kalbini sağlam tut,1
heryerin kendine göre bir kanunu var,1
kendinize inanın güzel şeyler olmaya başlar,1
sorunlar bizim bilgeliğimizi ve cesaretimizi ortaya koyar,1
doğmak için uğraşmayan insanlar ölümle meşguldür,1
başarı kazanmanın kendisidir i̇nanmak başarmanın yarısıdır,1
ağacın üzerine çıkmak istiyorsan hedefin yıldızlar olmalıdır,1
başarılı bir insan olmak için kendi yıldızlarınızı meydana çıkarmalısınız,1
eğer bir şeyin hayalini kurabiliyorsanız onu yapmayı başarırsınız,1
inanç göremediğinize inanmaktır bunun ödülü de inandığınızı görmektir,1
mutluluğa giden yol yoktur çünkü mutluluğun kendisi yoldur,1
inanın gerçekten başarabileceğinize inanın başarabilirsiniz ve başaracaksınız,1
yaşamınızdaki her sorun içinde bir armağan saklar yeter ki inanın,1
öz güdüleme için ilk önemli dayanağınız kendi hakkınızdaki inanç ve düşüncelerinizdir,1
cesaretin büyük kısmı o korkulan şeyi daha önce yapmış olmaktan kaynaklanır,1
kendinize inanmak sihirdir bunu yapabilirseniz her şeyi yapabilir her şeyi gerçekleştirebilirsiniz,1
küçük parçalara ayırdığınız takdirde üstesinden gelemeyeceğiniz hiçbir iş yoktur,1
i̇nanmak bir kişinin başarılı bir işletme kurabilmesi için ihtiyacı olan en önemli tuğlalardan biridir,1
eğer inançlarınızı değiştirmezseniz hayatınız sonsuza kadar şimdi olduğu gibi kalır,1
hayali olmayanın gerçekleştirmek istediği bir amacı amacı olmayanın da hiç kimseye bir yararı dokunmaz,1
eğer irade gücünüzün pek olmadığını düşünüyorsanız kendi başarınızı sabote ediyorsunuz demektir,1
başarı gücünün anahtarı en küçük şeyleri bile yapma buna rağmen onları hemen yapma arzusu duymanızdadır,1
hiçbir zaman yeterince iyi olmadığınızı düşünmeyin i̇nsanlar sizi sizin kendinizi gördüğünüz gibi görürler,1
mutlu ve hevesli bir insan olmak üzerine dikkatinizi toplayın fazla bir zaman geçmeden öyle olduğunuzu göreceksiniz,1
neyi arzuluyorsanız bütün dikkatinizi onun üzerinde yoğunlaştırın eninde sonunda gerçekleştiğini göreceksiniz,1
i̇nanırsanız bir dağı yerinden oynatabilirsiniz i̇nanmanın gücünde inancın gücünden başka büyü ya da mistik bir anlam yoktur,1
i̇yi bir bitirici olduğunuza inanmak için kendinize bunu kanıtlayacak bir dizi bitirilmiş görevler ortaya koymalısınız,1
büyük insanları büyük görmemizin sebebi bizim dizlerimiz üzerine çökmemizdir diz üstü çökmeyi bırakıp biz de ayağa kalkmalıyız,1
dağları oynatabileceklerine inananlar bunu yaparlar i̇nanmayanlar bunu yapamazlar inanç insanın yapma gücünü harekete geçirir,1
saygılı inançla atak bir biçimde başlatın büyük düşünün ve iyi gelişlin,1
i̇nanın gerçekten inanın bir dağı istersiniz yerinden oynatabilirsiniz i̇nanırsanız bunu yapabilirsiniz,1
mola vermekte özgürsün,1
yaşamanız için oksijen değil amacınızın olması gerekir oksijen hayatta kalmanız içindir,1
başaramayacağın bir şey olduğunu düşünmemelisin unutma ki hayallerin her şeyden büyük,1
sadece bugün yapacaklarınız bütün yarını değiştirebilir de bunu unutmayın,1
başarabilmek bir eylemdir kolay yolu seçersen sonucu basit olur unutma ki,1
yokuş aşağı inerken kolay inersin manzara tepeden daha güzeldir,1
bugün yaşadığın sıkıntıların her biri senin yarın ki gücün olacak,1
ayağa kalkmalısın artık etrafındakilerin yapamayacağı söyledikleri şeyleri yapmanın zamanı geldi,1
uyandığın zaman önünde iki seçenek bulunuyor tekrar yatıp rüyayı görebilirsin ya da uyanarak rüyanın peşine gitmek,1
eğer kendine gerçekten inanıyorsan hayalini gerçekleştirmek imkansız değil,1
artık büyümenin zamanı geldi diyorsan küçük düşünmeyi bırakmalısın,1
10 dakika bile işini ertelesen de bu haftalara neden olabiliyor düşünmelisin istemelisin ve yapmalısın,1
ağacın üzerinde yer almak istiyorsan eğer hedefin büyük olmalı yıldızları seçmelisin,1
keşke dememek istiyorsan çalışmaya devam etmelisin,1
zaman yaratmalısın zaman yarattığın da gerçeğe dönüştüreceksin herhangi biri de düşünüp bir şeyleri elde etmediler,1
zamanı yaratıp uygulamaya geçtiler,1
yalnızca kendine güvenmelisin de etrafındakileri unutman gerek,1
başarının sırrını merak ediyorsan durmadan yolunda devam etmelisin,1
devamlı aynı şeyleri yapmaya devam edersen eğer sürekli de aynı şeyi elde etmiş olursun,1
geleceğin senin elinde o yüzden çevrendeki seslere kulağını kapat ve istediğini elde et,1
eğer sen karşındakini yeneceğine inanırsan gönülden yenersin,1
kendine güvenmelisin çünkü bu hayatta seni senden daha iyi tanıyan biri yok,1
o sensin ve kendine güvenirsen eğer her şeyi yapabileceğini de bilmelisin,1
babamın tek bir sözü güvenin ne kadar önemli olduğunu bana anlatıyor benim kızım bir tane,1
bir kişiyle yola çıktıysan ve aranızda büyük bir güven sorunu varsa geçmiş olsun,1
yaşamının uzun olmasını istiyorsan eğer ilk öncelikle kendine olan güvenini bileceksin ve sonrasında da bu güveni nasıl kullanacağını,1
i̇nsanların birbirilerine olan sahte gülücüklerini sarılmalarını gördükçe insanlara karşı olan güvenim tamamen bitiyor,1
en beteri de ne biliyor musun ben tüm kalbimi sana vererek güvenmiştim,1
her şey anlamsız bir hal almaya başladığında kulağıma geldi ve fısıldadı ben güven ilk önce kendine güven ve ayağa kalk,1
etrafımdakilere bir göz gezdirdim bir gece yarısı,1
buna rağmen ne yazık ki içlerinden bir tanesi bile güvenilir değildi i̇şte o zaman yıkıldım,1
bana gelen kişilerin sahte olması nedendi acaba bendeki olan sevgiden miydi yoksa beni salak gördüklerinden mi ,1
güven hakkındaki felsefem karşımdaki de kişinin iki yüzünü göreceksem eğer o insanın yüzünü hiç görmemeyi tercih ederim,1
neyine güveniyorsun be kalbim boyundan çok büyük boyutlarda bu sevgim,1
bazı insanlar var ki onlara güvenemezsin i̇yi niyetlerinde bile kötülük vardır,1
güven bir defa kaybedildiğinde geriye sadece şüphe kalır,1
i̇lk olarak karşımdakilere güvenmeyi öğrettiler bana buna rağmen sonrasında bir daha güvenmememi öğretmediler,1
sevgiline öyle güven ver ki bu hayatta senden başka birine güvenmek için yola çıkmasın,1
eğer bir insanın kalbinde güven varsa o kişide sevgiyi de bulursunuz dürüstlüğü de,1
seni affedebilirim buna rağmen tekrardan güvenebileceğimi sanıyorsan yanılıyorsun,1
güven konusu aynı aynaya benzer bir defa kırıldığı zaman daima çizik gösterecektir,1
güvendiğim dağlara karlar yağdı de deriz kimi zaman onları baş başa bırak yeter,1
eğer birini kandırdıysan karşındakinin aptal olduğunu düşünürsen çok yanılırsın yalnızca sana hak etmediğinden fazla güvendi o kadar,1
biriyle yola çıkmanız için gerekli olan üç şey güven yürek ve sadakat,1
kalemine bile güvenme gidip kağıda sırrını döker,1
sadece allah’a güvenin hiç beklemediğiniz bir anda çiçekler açar ve umutlanmanıza izin verilir,1
güven tam olarak ruha benzer terk etmiş olduğu bedene bir daha geri dönmeyi tercih etmez,1
kendine güvenebilmek diğer alanlarda başarı olmanızın ilk şartıdır,1
çalışarak başlanan bir gün suçluluk hissetmeden keyif alınabilecek bir güne sebep olur,1
sevgili geçmiş verdiğin tüm dersler için teşekkür ederim sevgili gelecek hazırım,1
bugün sana gelen hareketler bir gün ısınma hareketlerin olacak,1
vücudun neredeyse her şeye de dayanır i̇kna etmen gereken zihnindir,1
emek her şeyi yener,1
i̇yi şeyler terleyenlere gelir,1
yapmak üzereysen neden başladığını düşün,1
kuvvet fiziksel kapasiteden gelmez yılmayan bir iradeden gelir,1
motivasyon başlamanı sağlar devam etmen için alışkanlık olmalı,1
önce biz alışkanlıklarımızı oluştururuz sonra da alışkanlıklarımız bizi oluşturur,1
ya başlamalı ya da bitirmeli,1
mekiklerimi saymıyorum acıtmaya başladığında saymaya başlarım çünkü saymaya değer olan sadece onlardır,1
bir insana olanlar değil o insanın içinde olanlar önemlidir,1
harika bir başlangıç yapmanız gerekmiyor fakat harika olmak için başlamanız gerekiyor,1
sana bunun kolay olacağını söylemiyorum buna değeceğini söylüyorum,1
üzerinde çalışacağın en iyi proje sensin,1
demir mıknatısa aşıktır hep ona doğru koşar zafer de sabra aşıktır ve devamlı ona koşar,1
savaşçı sevdiği şeyi yarım bırakmaz savaşçı yaptığı şeyde sevgiyi bulur,1
başlamak için mükemmel olmak zorunda değilsin fakat mükemmel olmak için başlamak zorundasın,1
cesur değilsen samimi olamazsın,1
cesur biriysen sevmek çok kolay,1
cesur insan güvenir,1
insanlar cesur olduklarını düşünürlerse başarılı olurlar,1
o yüzden önce cesaret gelir ve diğer her şey onu izler,1
i̇nsan bir şeyi ciddi olarak istemeye görsün hiçbir şey erişilemeyecek kadar yükseklerde değildir,1
bazı yenilgilerin nedeni insanların işi yarıda bıraktıklarında başarıya ne kadar yakın olduklarını bilememeleridir,1
beklersen sadece sana geleni alırsın buna rağmen eğer gidersen istediğin her şeyi,1
hayatınızı ortaya koymazsanız hayatınızı kazanamazsınız,1
açıktır ki yazgıların en güzeli bir insan sahip olabileceği,1
en büyük hazine tutkuyla yaptığı bir iş için ona para ödeniyor olmasıdır,1
hiçbir zaman başınızı eğmeyin her zaman dik tutun hayatı karşınıza alın ve tam gözünün ortasına bakın,1
geçmişte kim olduğunu bilmek istiyorsan şu an kim olduğuna bak kim olacağını bilmek istiyorsan ne yaptığına bak,1
herhangi bir eylem yoksa gerçekten karar vermediniz demektir,1
hayal edebilirseniz gerçekleştirebilirsiniz,1
ulaşılabilir aktif uyarlanabilir takdire değer,1
maceraperest hoş uysal sevimli,1
minnettar i̇fade atletik çekici,1
dengeli iyiliksever parlak sakin,1
yetenekli büyüleyici i̇lgili zorlayıcı,1
karizmatik büyüleyici neşeli temiz,1
